;quote;author;book;category
6803;Ignorance causes pain, but awareness creates happiness. Therefore, look for enlightenment every day.;Linda Alfiori; The Art of Loving Intelligently: Discover the Five Love Myths Hurting Women Worldwide and the Reality about Them;love
17941;"Stop talking,"" she said boldly as she closed the distance between them until they were touching. ""We can walk to the bedroom or you can carry me but if you don't decide soon I may just go insane.";Samantha Chase; Wildest Dreams;love
3323;There was a time when our desire for each other would have landed us in an asylum or prison, had it not been sanctioned by mutual assent. True or false.;Lawrence Krauser; Lemon;love
23019;You are born with infinite possibilities. Take responsibility for turning these possibilities into reality, and you will be bestowed with success, love and eternal peace.;Vishwas Chavan; Vishwasutras: Universal Principles for Living: Inspired by Real-Life Experiences;love
15828;Suddenly, it seemed like I could see through her eyes and experience what she was experiencing. It blew my mind because I had never had that happen.;Brey King; Destiny's Mate;love
15313;I can’t sleep alone anymoreand I get used tocompanytoo quickly. You’re always gone too soon.;Charlotte Eriksson; You're Doing Just Fine;love
11833;We tried not to be in the same room at the same time when Starr was home, we set the air on fire between us.;Janet Fitch; White Oleander;love
7939;Apologies require taking full responsibility. No half-truths, no partial admissions, no rationalizations, no finger pointing, and no justifications belong in any apology.;Cathy Burnham Martin; The Bimbo Has Brains: And Other Freaky Facts;love
20804;I’ve learned through the years that it’s not where you live, it’s the people who surround you that make you feel at home.;J.B. McGee; Skipping Stones;love
10596;When you become a parent, you become a superhero. You realize you have more strength, energy and love than is humanly possible.;Kailin Gow; Beautiful Girl:  Modern Beauty and Beast;love
15638;Spiritual maturity is a lifelong pursuit. We grow in spiritual maturity moment by moment, day by day, year by year.;Jim George; A Man After God's Own Heart;love
20301;I felt so fine I didn't once overanalyze the perfect emotion, budding inside. The one I'd always feared most.;Ellen Hopkins; Burned;love
2701;Love and hate when stretched to their extremes blind reasoning.;Janvier Chouteu-Chando; Triple Agent, Double Cross;love
16639;Dare to believe that good things are possible when you follow your heart.;Bryant McGill; Voice of Reason;love
16724;Be assertive, in speech and in conduct.;Lailah Gifty Akita; Think Great: Be Great!;love
14592;We ought to love one another;Lailah Gifty Akita; Think Great: Be Great!;love
11464;Will: I've never seen anyone get so excited over books before. You'd think they were diamonds.Tessa: Well, they are, aren't they? Isn't there anything you love like that?;Cassandra Clare; Clockwork Angel;love
23299;I have a strict moral code. I don't share penises with friends.;Ann Everett; Two Wrongs Make a Right;love
21662;True love asks no question of the heart.  It knows with surety.;Richelle E. Goodrich; Smile Anyway;love
22504;My lips and eyes and heart were stinging when you kissed me in the dark. — Jack Garton to Jennifer Hammer, 2008 (age 24);Jeanette Lynes; Where the Nights Are Twice as Long: Love Letters of Canadian Poets;love
19832;For those special moments you never want to forget. When it comes to you, all I need is a pencilEthan;P.T. Michelle; Lucid;love
21532;"Where do you prefer to sit, Sir?"" (Lady Alexandra to William, the Duke, during her mail-order bride interview.)";Lisa M. Prysock; To Find a Duchess;love
27247;Girls either wanted him or wanted to improve him, but most often a combination of the two. They wanted to improve him until he justified the amount they wanted him.;Zadie Smith; White Teeth;love
23774;My hands twitch as they tremble and every nerve and muscle in my body is frozen—numb.;J. Kahele; Mine 2;love
23197;It's not wrong to hustle hustlers. It's like killing murderers, a public service. -Damon Salvatore;L.J. Smith; Moonsong;love
18243;Do You Believe...on this road of lifeon this dayI take younow husband and wife...;Muse; Enigmatic Evolution;love
16652;You are precious and special possession of God.;Lailah Gifty Akita; Pearls of  Wisdom: Great  mind;love
18746;You want to live in a world where someone is good or bad. Where you either hate them or love them. But that's not how people are.;Trevor Noah; Born a Crime: Stories From a South African Childhood;love
3011;Get around people who are trying to make a difference in the world. Iron sharpens iron.;Mensah Oteh; Wisdom Keys In Words: A collection of the Inspirational words that will change your life;love
10153;Have and show motivation to do and learn. That's the key for a good career. Everything else is an extrapolation of that.;Abhysheq Shukla;" KISS Life  ""Life is what you make it""";love
7257;"If there’s one thing I learned, it is that blood families can sometimes be the pits; it’s the one you make for yourself that really gives you a home and people to love.";Joss Stirling; Stealing Phoenix;love
24026;Love should never be a game.;Sherry D. Ficklin; Queen of Someday;love
14618;God loves you in spite of your mistakes;Thea Harris; Pour the Oil;love
9543;Love is the beauty of life.;Lailah Gifty Akita; Think Great: Be Great!;love
1315;I could’ve sworn I was telling the truth when I told you I didn’t miss you.;pleasefindthis; I Wrote This For You;love
21047;Love and respect changes everything.;Bryant McGill; Voice of Reason;love
10366;First love yourself.. the real inner-self.. then only you’ll be able to love the world.. the lives.. the souls.;Vikrmn; Guru with Guitar;love
21890;You want to know what love is? Its the thing that ruins you.;Alice Hoffman; The Ice Queen;love
7018;The only thing I know for sure is that this summer, I want to be with you. Sometimes I wish I could make everything else go away and have it only be you and me in our own little world.;Robin Talley; Our Own Private Universe;love
10644;The Kite CharmFor A Life Filled with High-Flying Fun, Play with the Wonder of A Child;Viola Shipman; The Charm Bracelet;love
21301;Once you know this kind of love, you will never question love again. You’ll know it when you see it. You’ll know it when you feel it. You will never be confused by something that is something else.;Kate McGahan; JACK McAFGHAN: Reflections on Life with my Master;love
17855;Sometimes I think things happen for a reason... And I think if we're meant to run into each other again, fate will make it happen.;Lauren Blakely; The Start of Us;love
17074;You might be able to kiss like a rock star, but you’ve got to get over this macho trip. You don’t own me.;Missy Lyons; Alien Promise;love
13204;"To paraphrase Forrest Gump, ""Ugly is, as Ugly does!";Lorene Stunson Hill; To Dance with Ugly People;love
26123;Beyond miracles, what has lasting significance is love. It wasn’t that Jesus healed a leper, but that he touched a leper, because no one touched lepers.;Shane Claiborne; The Irresistible Revolution: Living as an Ordinary Radical;love
26818;Then she sighed. Just the faintest, softest release of breath. The sound swept through his chest like a hurricane, with the force to topple trees.;Tessa Dare; Romancing the Duke;love
9701;There is enough work for everyone. May you find your purpose and passionately live it.;Lailah Gifty Akita; Pearls of  Wisdom: Great  mind;love
23947;...every vertebrae on his back was a prayer bead under my hands.;Amy Lane; Racing for the Sun;love
13670;Virtue of prayer, virtue of patience.;Lailah Gifty Akita; Think Great: Be Great!;love
877;Cut the ending. Revise the script. The man of her dreams is a girl.;Julie Anne Peters; Keeping You a Secret;love
23149;He is precisely the young man to fall headlong in love and repent it for the rest of his life.;Virginia Woolf; Jacob's Room;love
18019;When you adapt to someone, they become a part of your routine, a part of you. And when they’re taken away, you feel a bit lost. No matter how much you think it won’t affect your life, it does.;E.L. Montes; Perfectly Damaged;love
14036;"I need you to love me the same waythe moon orbits around the earth,without intention to stop.""Confessing the heart";Alaska Gold; Growing Light;love
21803;Not everyone's life will be a great love story.;Scott Hutchins; A Working Theory of Love;love
10252;And when his head slumped forward into his book, she giggled, for she knew that he was hers.;C. Robert Cargill; Dreams and Shadows;love
11101;Suffer not yet our eyes to hunger for your face.;Kahlil Gibran; The Prophet;love
23997;Find your reason and hold it tight.;Courtney Giardina; Behind the Strings;love
11964;She loved the fact he was older than her and more experienced, he had so much to teach her and she couldn’t wait to learn.;Kassandra Cross; Carrie's First Time: Taboo Older Man Younger Woman First Time Erotic Romance;love
4083;Sometimes, hope is even harder to bear than grief.;Claudia Gray; A Million Worlds with You;love
15453;I enjoyed the meetings, too. It was like having friends.;J.K. Rowling; Harry Potter and the Half-Blood Prince;love
